31,13,-0.0017,0.0002,100.0,518.67,642.13,1593.63,1401.68,14.62,21.61,554.06,2388.0,9072.87,1.3,47.34,522.14,2388.02,8149.37,8.438,0.03,393,2388,100.0,39.07,23.4031
31,14,-0.0009,0.0001,100.0,518.67,642.44,1588.17,1404.85,14.62,21.61,554.45,2388.0,9061.95,1.3,47.26,522.61,2388.06,8149.98,8.3771,0.03,391,2388,100.0,38.9,23.4801
31,15,-0.0016,0.0001,100.0,518.67,642.39,1584.6,1395.83,14.62,21.61,553.94,2388.02,9071.24,1.3,46.99,522.28,2388.04,8143.44,8.42,0.03,391,2388,100.0,38.88,23.5658
31,16,0.0007,0.0001,100.0,518.67,642.43,1590.67,1398.74,14.62,21.61,555.23,2388.02,9071.41,1.3,47.38,522.35,2388.05,8150.19,8.4152,0.03,391,2388,100.0,39.18,23.402
31,17,0.0035,-0.0004,100.0,518.67,642.08,1583.92,1397.59,14.62,21.61,553.83,2388.03,9069.02,1.3,47.38,521.93,2387.99,8145.86,8.3953,0.03,390,2388,100.0,39.07,23.3866
31,18,0.0008,0.0005,100.0,518.67,641.91,1588.3,1398.7,14.62,21.6,553.91,2388.03,9063.58,1.3,47.24,522.93,2388.03,8148.41,8.4446,0.03,391,2388,100.0,39.04,23.4465
31,19,0.0037,-0.0002,100.0,518.67,642.39,1585.61,1396.85,14.62,21.61,554.03,2387.98,9068.32,1.3,47.18,522.12,2388.01,8148.79,8.3832,0.03,393,2388,100.0,38.93,23.3354
31,20,-0.0022,0.0001,100.0,518.67,642.32,1588.07,1398.0,14.62,21.61,553.98,2388.0,9063.26,1.3,47.16,521.9,2387.97,8149.66,8.4254,0.03,392,2388,100.0,38.92,23.3786
31,21,-0.0026,0.0003,100.0,518.67,642.17,1594.85,1395.18,14.62,21.61,553.61,2388.02,9065.76,1.3,47.12,521.8,2388.03,8144.88,8.4145,0.03,392,2388,100.0,39.11,23.338
31,22,0.0019,0.0001,100.0,518.67,642.0,1588.35,1402.57,14.62,21.61,553.58,2387.99,9067.65,1.3,47.31,521.62,2388.05,8142.12,8.4022,0.03,392,2388,100.0,38.97,23.2933
31,23,-0.0006,0.0005,100.0,518.67,642.13,1587.68,1397.45,14.62,21.61,553.98,2387.99,9062.72,1.3,47.1,522.0,2388.05,8147.64,8.3983,0.03,393,2388,100.0,39.18,23.2796
31,24,0.0004,0.0003,100.0,518.67,642.07,1589.34,1403.06,14.62,21.61,554.28,2387.96,9063.5,1.3,47.24,522.31,2387.97,8151.71,8.3813,0.03,394,2388,100.0,38.86,23.3018
31,25,-0.0003,0.0001,100.0,518.67,642.25,1587.44,1409.04,14.62,21.61,554.05,2388.03,9072.47,1.3,47.35,522.36,2388.06,8141.49,8.3836,0.03,391,2388,100.0,38.91,23.3909
31,26,-0.0022,-0.0004,100.0,518.67,641.65,1583.65,1398.16,14.62,21.61,553.97,2388.06,9064.93,1.3,47.25,522.22,2388.03,8143.88,8.4176,0.03,390,2388,100.0,39.1,23.3699
31,27,0.0045,0.0004,100.0,518.67,642.26,1585.41,1404.98,14.62,21.61,553.75,2388.02,9072.42,1.3,47.28,522.03,2388.02,8149.53,8.4495,0.03,392,2388,100.0,38.93,23.4052
31,28,-0.004,-0.0001,100.0,518.67,642.16,1586.97,1403.43,14.62,21.6,554.31,2387.99,9071.62,1.3,47.35,521.95,2387.99,8146.4,8.4203,0.03,392,2388,100.0,38.97,23.4235
31,29,0.0037,-0.0002,100.0,518.67,642.51,1588.82,1403.44,14.62,21.6,553.72,2387.98,9065.68,1.3,47.43,521.94,2388.04,8149.85,8.4072,0.03,393,2388,100.0,38.87,23.4764
31,30,-0.0036,-0.0004,100.0,518.67,642.46,1588.84,1404.76,14.62,21.61,553.99,2387.95,9051.87,1.3,47.11,522.05,2387.95,8143.63,8.4061,0.03,392,2388,100.0,39.05,23.4779
31,31,0.001,0.0003,100.0,518.67,642.61,1588.22,1410.84,14.62,21.6,555.05,2388.03,9069.81,1.3,47.16,522.6,2388.0,8146.05,8.418,0.03,392,2388,100.0,39.11,23.4044
31,32,0.0018,0.0003,100.0,518.67,642.95,1584.51,1403.74,14.62,21.61,554.71,2388.01,9071.3,1.3,47.27,522.14,2388.04,8149.78,8.4017,0.03,390,2388,100.0,39.01,23.3519
31,33,0.0008,0.0002,100.0,518.67,642.08,1595.79,1392.6,14.62,21.61,553.75,2388.02,9072.01,1.3,47.21,522.18,2388.01,8147.3,8.4335,0.03,393,2388,100.0,38.86,23.3389
31,34,-0.0011,0.0001,100.0,518.67,642.53,1591.95,1401.83,14.62,21.61,554.3,2388.0,9070.48,1.3,47.28,521.97,2387.99,8142.47,8.4023,0.03,391,2388,100.0,38.96,23.4421
31,35,-0.0026,-0.0001,100.0,518.67,642.12,1586.98,1402.69,14.62,21.61,554.06,2388.08,9072.2,1.3,47.24,522.31,2388.07,8147.83,8.3896,0.03,393,2388,100.0,39.07,23.3133
31,36,-0.0004,-0.0003,100.0,518.67,641.6,1589.35,1399.91,14.62,21.61,554.38,2388.05,9071.28,1.3,47.3,522.38,2388.02,8140.98,8.38,0.03,393,2388,100.0,39.01,23.4454
31,37,0.0011,-0.0,100.0,518.67,642.53,1586.24,1401.89,14.62,21.61,554.44,2388.01,9069.23,1.3,47.24,522.0,2388.0,8156.39,8.4056,0.03,392,2388,100.0,38.87,23.4512
31,38,0.0007,-0.0003,100.0,518.67,642.42,1584.27,1400.51,14.62,21.61,554.32,2387.98,9069.72,1.3,47.29,522.26,2388.05,8145.57,8.3935,0.03,392,2388,100.0,38.96,23.3751
31,39,0.0019,0.0004,100.0,518.67,642.09,1593.81,1390.08,14.62,21.61,554.38,2387.98,9067.18,1.3,47.16,522.27,2388.01,8153.6,8.4187,0.03,392,2388,100.0,39.05,23.3058
31,40,0.0006,0.0003,100.0,518.67,642.47,1593.43,1400.68,14.62,21.6,553.89,2388.02,9068.44,1.3,47.19,521.78,2388.05,8149.34,8.3996,0.03,393,2388,100.0,38.99,23.3508
31,41,-0.0041,-0.0003,100.0,518.67,642.81,1579.86,1403.83,14.62,21.61,554.44,2388.04,9067.59,1.3,47.44,522.19,2388.06,8147.27,8.4327,0.03,392,2388,100.0,38.96,23.4363
31,42,-0.0019,0.0002,100.0,518.67,642.38,1579.73,1396.21,14.62,21.61,554.11,2388.04,9065.46,1.3,47.32,522.13,2388.03,8145.52,8.3921,0.03,392,2388,100.0,38.8,23.3529
31,43,-0.0008,-0.0004,100.0,518.67,642.54,1590.85,1397.65,14.62,21.61,554.47,2388.01,9063.47,1.3,47.32,522.39,2388.02,8143.83,8.3918,0.03,392,2388,100.0,39.05,23.2991
31,44,0.0012,-0.0001,100.0,518.67,642.18,1586.51,1400.68,14.62,21.61,554.12,2388.02,9069.41,1.3,47.35,522.25,2388.03,8145.44,8.3884,0.03,392,2388,100.0,38.99,23.341
31,45,0.0022,0.0002,100.0,518.67,642.23,1590.12,1406.0,14.62,21.61,554.07,2388.07,9071.19,1.3,47.29,522.22,2388.0,8146.68,8.3971,0.03,393,2388,100.0,38.97,23.4412
31,46,0.003,0.0003,100.0,518.67,642.31,1591.34,1403.38,14.62,21.61,554.18,2388.02,9067.23,1.3,47.14,522.22,2388.03,8146.6,8.3988,0.03,393,2388,100.0,39.08,23.4096
31,47,-0.0043,-0.0003,100.0,518.67,642.1,1588.21,1390.26,14.62,21.61,554.0,2388.06,9069.33,1.3,47.22,521.93,2388.0,8148.1,8.4189,0.03,393,2388,100.0,39.0,23.3081
31,48,-0.0014,-0.0002,100.0,518.67,642.02,1584.11,1407.92,14.62,21.61,553.78,2388.02,9065.87,1.3,47.21,521.92,2388.05,8149.73,8.4238,0.03,393,2388,100.0,38.81,23.446
31,49,0.0001,0.0003,100.0,518.67,642.31,1584.23,1406.17,14.62,21.61,554.13,2388.05,9067.64,1.3,47.27,522.35,2388.0,8148.41,8.4102,0.03,393,2388,100.0,38.84,23.4215
31,50,0.0032,0.0001,100.0,518.67,641.81,1582.68,1401.52,14.62,21.61,554.81,2388.0,9059.24,1.3,47.53,521.98,2388.0,8154.97,8.3998,0.03,391,2388,100.0,38.9,23.4522
31,51,-0.0003,-0.0001,100.0,518.67,642.09,1586.78,1401.27,14.62,21.61,553.79,2388.02,9066.7,1.3,47.25,522.24,2387.93,8143.97,8.4,0.03,391,2388,100.0,38.94,23.4309
31,52,0.0017,0.0,100.0,518.67,642.09,1588.24,1401.76,14.62,21.61,554.26,2388.04,9065.91,1.3,47.37,522.37,2388.02,8153.63,8.4095,0.03,391,2388,100.0,39.04,23.2632
31,53,0.002,0.0002,100.0,518.67,642.42,1594.2,1406.12,14.62,21.6,553.88,2387.99,9070.75,1.3,47.34,522.57,2388.02,8147.82,8.4223,0.03,392,2388,100.0,39.02,23.4054
31,54,0.0008,0.0001,100.0,518.67,642.37,1594.56,1399.04,14.62,21.61,554.32,2388.01,9074.51,1.3,47.31,521.64,2388.06,8147.86,8.3937,0.03,393,2388,100.0,38.89,23.3696
31,55,-0.0027,0.0002,100.0,518.67,642.45,1586.1,1395.41,14.62,21.61,553.96,2388.05,9065.87,1.3,47.38,521.85,2388.05,8143.89,8.4335,0.03,392,2388,100.0,38.96,23.334
31,56,0.0006,0.0004,100.0,518.67,642.48,1585.19,1399.51,14.62,21.61,554.01,2387.98,9063.22,1.3,47.44,522.45,2388.04,8150.79,8.3971,0.03,393,2388,100.0,38.89,23.3958
31,57,-0.0021,0.0002,100.0,518.67,641.9,1585.35,1396.4,14.62,21.61,554.03,2388.05,9064.63,1.3,47.59,522.15,2388.05,8151.08,8.4186,0.03,393,2388,100.0,39.0,23.4523
31,58,-0.0021,0.0003,100.0,518.67,642.59,1591.0,1402.9,14.62,21.61,554.97,2388.05,9070.21,1.3,47.4,522.11,2388.02,8145.97,8.3897,0.03,392,2388,100.0,38.9,23.3607
31,59,0.0025,0.0001,100.0,518.67,641.57,1584.07,1404.16,14.62,21.61,553.38,2388.04,9066.15,1.3,47.28,521.35,2388.07,8152.0,8.4344,0.03,393,2388,100.0,38.91,23.3808
31,60,-0.0001,0.0001,100.0,518.67,642.27,1590.04,1397.9,14.62,21.61,553.84,2388.05,9055.2,1.3,47.25,521.94,2388.05,8152.88,8.4459,0.03,392,2388,100.0,39.04,23.3895
31,61,-0.0002,-0.0003,100.0,518.67,642.13,1587.6,1402.34,14.62,21.6,554.01,2388.05,9069.06,1.3,47.43,521.93,2388.01,8149.19,8.4456,0.03,392,2388,100.0,38.97,23.2519
31,62,-0.001,0.0003,100.0,518.67,642.15,1584.95,1405.62,14.62,21.61,554.08,2388.02,9069.54,1.3,47.28,522.34,2388.02,8145.99,8.3983,0.03,392,2388,100.0,39.02,23.3433
31,63,-0.0033,0.0004,100.0,518.67,642.53,1585.9,1406.57,14.62,21.61,554.02,2388.05,9066.62,1.3,47.26,521.71,2388.07,8143.14,8.3885,0.03,393,2388,100.0,39.0,23.3643
31,64,-0.001,-0.0001,100.0,518.67,642.54,1587.26,1404.39,14.62,21.61,554.28,2388.06,9070.38,1.3,47.37,522.15,2388.05,8148.28,8.4408,0.03,392,2388,100.0,38.79,23.4163
31,65,-0.0019,-0.0001,100.0,518.67,642.9,1584.79,1410.8,14.62,21.61,553.92,2388.04,9068.54,1.3,47.5,521.76,2387.96,8143.13,8.414,0.03,392,2388,100.0,38.93,23.3443
31,66,-0.0,0.0005,100.0,518.67,641.62,1586.51,1398.67,14.62,21.61,554.3,2388.05,9071.04,1.3,47.27,521.52,2388.02,8150.52,8.4283,0.03,392,2388,100.0,38.95,23.38
31,67,0.0019,0.0004,100.0,518.67,642.62,1592.76,1405.96,14.62,21.61,554.42,2388.04,9073.0,1.3,47.33,522.05,2388.03,8148.74,8.3459,0.03,392,2388,100.0,38.98,23.3794
31,68,0.0012,0.0003,100.0,518.67,642.69,1593.2,1401.53,14.62,21.61,553.97,2388.05,9069.9,1.3,47.14,521.46,2388.03,8147.67,8.4267,0.03,393,2388,100.0,39.14,23.2937
31,69,-0.001,-0.0,100.0,518.67,641.97,1592.35,1408.29,14.62,21.61,553.51,2388.02,9068.79,1.3,47.33,521.9,2387.97,8152.65,8.4131,0.03,393,2388,100.0,38.98,23.3664
31,70,-0.0015,0.0001,100.0,518.67,642.72,1582.6,1402.54,14.62,21.61,554.51,2388.04,9069.1,1.3,47.43,521.83,2388.03,8145.55,8.4307,0.03,393,2388,100.0,38.8,23.3356
31,71,0.0001,0.0,100.0,518.67,642.12,1583.14,1398.02,14.62,21.61,554.23,2387.92,9063.7,1.3,47.31,522.06,2388.03,8148.05,8.4223,0.03,391,2388,100.0,38.95,23.23
31,72,-0.0025,0.0005,100.0,518.67,642.96,1588.01,1405.4,14.62,21.61,553.86,2388.05,9071.62,1.3,47.39,522.0,2387.97,8147.35,8.4151,0.03,391,2388,100.0,38.87,23.3194
31,73,0.0005,0.0001,100.0,518.67,642.78,1586.09,1398.01,14.62,21.61,554.02,2388.03,9063.43,1.3,47.45,521.66,2388.07,8147.66,8.418,0.03,392,2388,100.0,38.95,23.3321
31,74,-0.0028,-0.0001,100.0,518.67,642.46,1588.21,1402.35,14.62,21.61,554.41,2388.07,9063.94,1.3,47.48,522.2,2388.0,8143.46,8.4126,0.03,391,2388,100.0,38.98,23.315
31,75,-0.0002,0.0,100.0,518.67,643.07,1581.5,1397.91,14.62,21.61,554.63,2388.07,9067.32,1.3,47.32,521.75,2388.03,8147.08,8.4017,0.03,392,2388,100.0,39.04,23.2794
31,76,0.0006,-0.0002,100.0,518.67,642.39,1585.34,1397.89,14.62,21.61,554.07,2388.01,9072.1,1.3,47.35,521.65,2388.0,8151.0,8.4224,0.03,391,2388,100.0,38.98,23.2466
31,77,-0.0003,0.0002,100.0,518.67,642.13,1590.31,1403.25,14.62,21.61,554.43,2388.02,9068.6,1.3,47.34,522.01,2388.05,8150.25,8.431,0.03,393,2388,100.0,39.12,23.3713
31,78,-0.0005,0.0004,100.0,518.67,642.32,1590.48,1395.27,14.62,21.61,553.54,2388.01,9066.28,1.3,47.36,522.37,2388.1,8145.74,8.3895,0.03,391,2388,100.0,38.91,23.2972
31,79,0.0043,0.0002,100.0,518.67,642.29,1587.8,1402.14,14.62,21.61,554.62,2388.06,9073.48,1.3,47.4,521.74,2388.03,8152.49,8.395,0.03,393,2388,100.0,38.95,23.4022
31,80,0.0037,-0.0003,100.0,518.67,642.38,1590.9,1400.05,14.62,21.61,554.07,2388.03,9073.69,1.3,47.32,521.7,2388.05,8153.58,8.4166,0.03,390,2388,100.0,39.09,23.413
31,81,0.0031,-0.0003,100.0,518.67,642.14,1586.32,1403.24,14.62,21.61,553.54,2388.05,9066.53,1.3,47.48,521.83,2388.01,8149.05,8.4371,0.03,391,2388,100.0,39.05,23.4232
31,82,-0.0018,0.0005,100.0,518.67,641.9,1589.79,1404.23,14.62,21.61,554.26,2388.02,9068.31,1.3,47.26,521.98,2387.98,8147.28,8.3829,0.03,391,2388,100.0,38.83,23.3627
31,83,0.0003,-0.0002,100.0,518.67,642.19,1586.91,1407.8,14.62,21.61,554.43,2388.05,9070.02,1.3,47.43,522.08,2388.03,8148.29,8.3972,0.03,392,2388,100.0,38.91,23.2912
31,84,-0.0045,-0.0003,100.0,518.67,641.97,1588.35,1401.76,14.62,21.61,554.17,2388.07,9059.31,1.3,47.3,522.25,2388.01,8149.74,8.4052,0.03,392,2388,100.0,38.87,23.3891
31,85,-0.001,0.0003,100.0,518.67,642.44,1589.28,1404.86,14.62,21.61,553.87,2387.99,9061.69,1.3,47.44,522.45,2388.06,8152.08,8.444,0.03,393,2388,100.0,38.9,23.4285
31,86,-0.0018,0.0002,100.0,518.67,642.82,1581.26,1399.57,14.62,21.61,553.75,2388.03,9066.43,1.3,47.29,521.88,2388.01,8150.9,8.4223,0.03,392,2388,100.0,38.93,23.4543
31,87,-0.0034,0.0003,100.0,518.67,642.09,1582.69,1400.72,14.62,21.61,554.1,2388.02,9075.98,1.3,47.48,522.27,2388.09,8145.36,8.424,0.03,394,2388,100.0,38.9,23.3501
31,88,-0.0002,-0.0002,100.0,518.67,642.61,1589.19,1401.6,14.62,21.61,553.83,2388.09,9072.26,1.3,47.26,522.02,2388.04,8153.36,8.4177,0.03,392,2388,100.0,39.01,23.354
31,89,-0.0011,0.0,100.0,518.67,642.53,1584.58,1406.35,14.62,21.61,554.09,2387.97,9062.52,1.3,47.4,521.7,2388.06,8149.71,8.4312,0.03,393,2388,100.0,38.95,23.3539
31,90,-0.0014,-0.0001,100.0,518.67,641.63,1584.83,1399.03,14.62,21.61,553.68,2387.97,9073.47,1.3,47.45,522.3,2388.04,8149.44,8.4317,0.03,392,2388,100.0,38.76,23.3521
31,91,0.0005,-0.0003,100.0,518.67,643.04,1582.53,1402.74,14.62,21.61,553.89,2388.06,9085.68,1.3,47.35,521.67,2388.04,8147.78,8.4365,0.03,392,2388,100.0,38.83,23.3381
31,92,-0.0,-0.0002,100.0,518.67,642.16,1588.2,1410.41,14.62,21.61,553.24,2388.0,9064.66,1.3,47.48,521.96,2388.03,8151.51,8.4188,0.03,392,2388,100.0,38.86,23.2338
31,93,-0.002,0.0001,100.0,518.67,642.35,1577.96,1403.53,14.62,21.61,553.87,2388.03,9074.33,1.3,47.44,521.26,2388.08,8151.06,8.4338,0.03,392,2388,100.0,38.89,23.298
31,94,0.0028,-0.0002,100.0,518.67,641.81,1587.82,1406.17,14.62,21.61,553.8,2388.03,9071.09,1.3,47.57,521.58,2388.02,8149.83,8.3995,0.03,392,2388,100.0,38.9,23.3484
31,95,0.0002,0.0003,100.0,518.67,642.24,1591.2,1403.02,14.62,21.61,552.98,2388.01,9070.31,1.3,47.35,521.49,2388.03,8150.24,8.3919,0.03,392,2388,100.0,38.93,23.2953
31,96,-0.0014,-0.0001,100.0,518.67,641.96,1590.96,1397.44,14.62,21.61,553.24,2388.03,9072.39,1.3,47.4,522.16,2388.07,8148.85,8.4334,0.03,393,2388,100.0,38.97,23.3973
31,97,0.0046,-0.0003,100.0,518.67,643.1,1590.88,1406.37,14.62,21.61,553.85,2388.08,9064.26,1.3,47.6,522.23,2388.07,8145.78,8.4154,0.03,392,2388,100.0,38.87,23.3348
31,98,0.0025,-0.0001,100.0,518.67,642.48,1583.76,1408.01,14.62,21.61,553.64,2388.05,9077.24,1.3,47.33,522.17,2388.01,8144.96,8.4327,0.03,393,2388,100.0,38.95,23.3481
31,99,-0.0012,0.0004,100.0,518.67,642.34,1588.32,1405.97,14.62,21.61,554.09,2388.04,9064.77,1.3,47.38,521.93,2388.05,8150.46,8.4167,0.03,394,2388,100.0,38.93,23.1751
31,100,0.0007,0.0004,100.0,518.67,642.98,1581.48,1395.89,14.62,21.61,554.58,2388.03,9067.04,1.3,47.5,521.81,2388.03,8150.13,8.4467,0.03,393,2388,100.0,38.88,23.406
31,101,0.0033,0.0004,100.0,518.67,642.57,1595.09,1403.62,14.62,21.61,554.16,2388.07,9077.6,1.3,47.44,521.93,2387.96,8152.98,8.4204,0.03,392,2388,100.0,38.86,23.3907
31,102,-0.0038,0.0002,100.0,518.67,642.85,1591.95,1411.84,14.62,21.61,553.24,2388.06,9063.36,1.3,47.47,521.37,2388.08,8153.24,8.4389,0.03,394,2388,100.0,39.02,23.2378
31,103,-0.0007,-0.0003,100.0,518.67,642.45,1586.15,1401.33,14.62,21.61,553.69,2388.02,9074.35,1.3,47.51,521.36,2388.04,8150.48,8.4338,0.03,393,2388,100.0,38.82,23.3574
31,104,-0.0004,0.0002,100.0,518.67,642.64,1595.93,1406.71,14.62,21.61,553.28,2388.01,9066.67,1.3,47.5,521.92,2388.05,8148.17,8.4501,0.03,392,2388,100.0,38.75,23.3373
31,105,-0.0005,0.0003,100.0,518.67,643.0,1585.33,1405.37,14.62,21.61,554.2,2387.99,9072.24,1.3,47.13,522.05,2387.98,8151.84,8.4058,0.03,393,2388,100.0,39.1,23.3886
31,106,-0.0019,-0.0001,100.0,518.67,642.2,1588.36,1397.71,14.62,21.61,552.89,2388.07,9075.21,1.3,47.36,521.57,2388.04,8152.54,8.4283,0.03,392,2388,100.0,39.07,23.3831
31,107,0.0014,-0.0003,100.0,518.67,642.43,1585.54,1406.72,14.62,21.61,553.74,2388.05,9068.51,1.3,47.71,521.42,2388.04,8146.71,8.4301,0.03,392,2388,100.0,38.7,23.3601
31,108,-0.001,0.0003,100.0,518.67,642.29,1592.66,1404.24,14.62,21.61,553.75,2388.07,9072.89,1.3,47.38,522.1,2388.05,8150.27,8.4213,0.03,393,2388,100.0,38.88,23.3943
31,109,-0.0024,-0.0004,100.0,518.67,642.54,1584.51,1402.74,14.62,21.61,553.78,2387.99,9064.09,1.3,47.52,522.0,2388.03,8151.69,8.4156,0.03,392,2388,100.0,38.94,23.2996
31,110,-0.0054,0.0005,100.0,518.67,642.86,1584.36,1400.6,14.62,21.61,554.05,2388.05,9071.8,1.3,47.28,522.15,2388.09,8148.04,8.4448,0.03,392,2388,100.0,38.9,23.3073
31,111,-0.0003,-0.0003,100.0,518.67,642.38,1586.0,1397.37,14.62,21.61,554.13,2388.02,9073.66,1.3,47.26,521.77,2388.04,8146.23,8.4458,0.03,392,2388,100.0,39.07,23.3102
31,112,-0.0021,0.0005,100.0,518.67,642.17,1589.32,1408.77,14.62,21.61,553.43,2388.05,9078.62,1.3,47.39,521.77,2388.1,8148.45,8.4252,0.03,391,2388,100.0,38.96,23.2816
31,113,0.0005,-0.0,100.0,518.67,642.74,1575.5,1406.66,14.62,21.61,554.15,2388.08,9066.35,1.3,47.44,521.37,2388.07,8149.83,8.4263,0.03,394,2388,100.0,39.01,23.3918
31,114,0.0025,0.0005,100.0,518.67,642.79,1584.0,1407.5,14.62,21.61,553.78,2388.02,9070.17,1.3,47.46,522.25,2388.04,8147.66,8.3961,0.03,392,2388,100.0,39.0,23.3785
31,115,-0.0024,0.0003,100.0,518.67,642.48,1578.14,1403.73,14.62,21.61,553.15,2388.11,9074.41,1.3,47.33,521.9,2388.05,8146.32,8.4498,0.03,394,2388,100.0,39.04,23.3678
31,116,-0.0014,0.0002,100.0,518.67,642.59,1587.59,1416.01,14.62,21.61,553.64,2388.04,9066.51,1.3,47.44,521.73,2388.13,8152.48,8.4275,0.03,391,2388,100.0,38.74,23.2964
31,117,-0.001,0.0002,100.0,518.67,642.81,1588.04,1416.59,14.62,21.61,553.4,2388.01,9076.46,1.3,47.45,521.64,2388.06,8152.06,8.4116,0.03,394,2388,100.0,38.97,23.3537
31,118,-0.0023,0.0005,100.0,518.67,642.87,1592.12,1410.54,14.62,21.61,553.03,2388.09,9076.24,1.3,47.55,521.5,2388.12,8141.29,8.4208,0.03,393,2388,100.0,38.93,23.2933
31,119,-0.0008,-0.0002,100.0,518.67,642.8,1587.94,1406.31,14.62,21.61,553.64,2388.04,9070.97,1.3,47.48,521.72,2388.05,8153.49,8.4281,0.03,393,2388,100.0,38.88,23.3755
31,120,-0.001,-0.0001,100.0,518.67,642.38,1590.0,1409.9,14.62,21.61,554.18,2388.06,9073.46,1.3,47.46,522.04,2388.08,8151.08,8.4195,0.03,393,2388,100.0,38.74,23.3756
31,121,0.0004,-0.0004,100.0,518.67,642.83,1592.03,1399.98,14.62,21.61,554.06,2388.05,9072.91,1.3,47.69,521.7,2388.06,8152.75,8.4472,0.03,394,2388,100.0,38.8,23.2172
31,122,-0.0011,-0.0,100.0,518.67,642.34,1591.92,1411.87,14.62,21.61,553.36,2388.08,9070.24,1.3,47.41,521.78,2388.05,8152.98,8.4279,0.03,394,2388,100.0,38.7,23.4093
31,123,0.0048,0.0,100.0,518.67,643.25,1585.23,1405.86,14.62,21.61,553.03,2388.09,9071.1,1.3,47.36,521.14,2388.11,8151.12,8.4424,0.03,394,2388,100.0,38.91,23.4105
31,124,-0.0022,0.0003,100.0,518.67,641.95,1585.52,1406.79,14.62,21.61,552.9,2388.09,9063.14,1.3,47.4,521.26,2388.06,8150.79,8.4208,0.03,393,2388,100.0,38.94,23.3024
31,125,0.0002,0.0004,100.0,518.67,642.83,1593.9,1405.29,14.62,21.61,554.13,2388.07,9069.34,1.3,47.57,521.82,2388.06,8155.64,8.4298,0.03,393,2388,100.0,38.78,23.3212
31,126,0.0028,-0.0002,100.0,518.67,642.54,1585.99,1403.27,14.62,21.61,554.44,2388.05,9073.31,1.3,47.45,521.58,2388.06,8146.4,8.4433,0.03,394,2388,100.0,38.84,23.2936
31,127,0.0026,0.0006,100.0,518.67,642.53,1593.67,1409.25,14.62,21.61,553.48,2388.1,9077.41,1.3,47.32,520.96,2388.11,8147.38,8.4169,0.03,392,2388,100.0,38.86,23.3789
31,128,-0.0011,0.0002,100.0,518.67,642.57,1585.17,1410.45,14.62,21.61,553.69,2388.12,9069.33,1.3,47.47,521.68,2388.07,8154.44,8.4365,0.03,394,2388,100.0,38.76,23.3058
31,129,0.0001,0.0005,100.0,518.67,642.08,1585.58,1410.93,14.62,21.61,553.82,2388.03,9078.01,1.3,47.56,521.87,2388.1,8146.77,8.4273,0.03,395,2388,100.0,38.81,23.3656
31,130,0.0013,0.0005,100.0,518.67,642.27,1582.08,1406.89,14.62,21.61,553.05,2388.06,9073.49,1.3,47.52,521.3,2388.06,8149.3,8.4389,0.03,393,2388,100.0,38.86,23.2393
